City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
620,Kloulklubed,PW,82.99,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
621,Cururupu,BR,84.38,few clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
622,Olinda,BR,76.73,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
623,Yanam,IN,81.36,overcast clouds,16.7333,82.2167,The Regency Hotel
624,Dicabisagan,PH,76.98,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
626,Abbeville,FR,79.5,overcast clouds,50.1,1.8333,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
629,Balkanabat,TM,92.12,clear sky,39.5108,54.3671,Nebitchi Hotel
630,Preobrazheniye,RU,70.47,overcast clouds,42.9019,133.9064,Campsite Orlan
631,Xinzhi,CN,78.82,clear sky,36.4989,111.7047,Mingyue Hotel
632,Shenjiamen,CN,82.09,scattered clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
633,Ishigaki,JP,83.89,clear sky,24.3448,124.1572,Hotel Peace Land Ishigakijima
635,Manado,ID,75.97,few clouds,1.487,124.8455,Aryaduta Hotel
636,Saint-Gaudens,FR,93.65,clear sky,43.0833,0.6667,L'Ardiégeoise
639,Hambantota,LK,78.46,overcast clouds,6.1241,81.1185,Bungalow 63
643,Lagoa,PT,74.59,clear sky,39.05,-27.9833,Casa Das Faias
650,Borohradek,CZ,81.95,broken clouds,50.0978,16.0933,Veliny 120
651,Mangaluru,IN,76.06,moderate rain,12.8667,74.8833,Goldfinch Hotel Mangaluru
653,Kalianget,ID,80.44,overcast clouds,-7.05,113.9333,Pesanggrahan Garam
654,Uravakonda,IN,79.95,overcast clouds,14.95,77.2667,Divya Lodge
655,Pamanukan,ID,76.62,broken clouds,-6.2842,107.8106,Paris Day Hotel Pamanukan
656,Cobija,BO,91.58,broken clouds,-11.0267,-68.7692,Hotel Obelisco
657,Kattivakkam,IN,85.06,overcast clouds,13.2167,80.3167,Euronova Freezer
658,Tiberias,IL,83.7,few clouds,32.7922,35.5312,Aviv Hostel
659,Ipixuna,BR,90.66,scattered clouds,-1.7625,-48.8043,Chalé do Mato
660,Aguimes,ES,80.65,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
661,Oromocto,CA,79.72,broken clouds,45.8351,-66.4792,Days Inn by Wyndham Oromocto Conference Centre
663,Ekpoma,NG,73.81,light rain,6.7421,6.139,Jennifer
672,Kabinda,CD,79.0,broken clouds,-6.1333,24.4833,Village Mianda Mutole
673,Puerto Escondido,MX,88.63,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
674,Netivot,IL,84.6,few clouds,31.4222,34.5886,"'בית החסד - מוסדות מאורות נתן' - מיסודו של הרב נתן בוקובזה זצוק""ל"
678,Helsinki,FI,72.03,few clouds,60.1695,24.9355,Scandic Hotel Simonkenttä
679,Cayenne,GF,89.64,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
680,Vanimo,PG,78.1,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
681,Jaten,ID,74.53,overcast clouds,-7.5772,110.8975,Loh Agung 6 B10
